SKU_ID,Supplier_ID,Material_Category,UOM,Unit_Weight_KG,Base_Price_EUR
SKU-2026-07402,SUP-NCR-060,Alum_Casting,KG,4.46,28.49
SKU-2026-07403,SUP-CHE-045,Electronics,EA,4.68,36.79
SKU-2026-07404,SUP-PUN-059,Alum_Casting,KG,14.23,43.87
SKU-2026-07405,SUP-PUN-029,Electronics,KG,2.8,15.76
SKU-2026-07406,SUP-CHE-036,Alum_Casting,EA,3.37,41.65
SKU-2026-07407,SUP-PUN-003,Alum_Casting,EA,1.67,30.57
SKU-2026-07408,SUP-CHE-094,Electronics,EA,5.41,33.58
SKU-2026-07409,SUP-CHE-014,Electronics,EA,11.05,17.93
SKU-2026-07410,SUP-CHE-048,Steel_Forging,EA,11.72,43.86
SKU-2026-07411,SUP-PUN-023,Steel_Forging,KG,4.45,28.88
SKU-2026-07412,SUP-CHE-089,Steel_Forging,KG,8.79,11.18
SKU-2026-07413,SUP-NCR-021,Electronics,EA,4.95,16.75
SKU-2026-07414,SUP-NCR-054,Electronics,EA,3.4,37.74
SKU-2026-07415,SUP-CHE-119,Alum_Casting,EA,3.43,42.77
SKU-2026-07416,SUP-CHE-080,Steel_Forging,KG,6.94,14.77
SKU-2026-07417,SUP-CHE-022,Alum_Casting,KG,10.3,16.03
SKU-2026-07418,SUP-CHE-005,Alum_Casting,EA,6.94,20.59
SKU-2026-07419,SUP-CHE-084,Electronics,EA,4.98,40.81
SKU-2026-07420,SUP-CHE-086,Alum_Casting,EA,3.24,8.45
SKU-2026-07421,SUP-NCR-027,Steel_Forging,KG,12.23,42.49
SKU-2026-07422,SUP-CHE-005,Alum_Casting,EA,1.96,12.03
SKU-2026-07423,SUP-PUN-059,Electronics,KG,4.45,47.23
SKU-2026-07424,SUP-NCR-012,Alum_Casting,KG,3.19,13.78
SKU-2026-07425,SUP-PUN-065,Alum_Casting,EA,2.0,32.23
SKU-2026-07426,SUP-NCR-067,Alum_Casting,EA,4.09,47.06
SKU-2026-07427,SUP-CHE-056,Steel_Forging,EA,4.18,20.29
SKU-2026-07428,SUP-CHE-036,Steel_Forging,EA,5.46,27.54
SKU-2026-07429,SUP-NCR-058,Electronics,EA,9.57,36.88
SKU-2026-07430,SUP-PUN-057,Electronics,KG,6.73,5.99
SKU-2026-07431,SUP-NCR-046,Electronics,EA,10.56,48.22
SKU-2026-07432,SUP-NCR-071,Steel_Forging,KG,5.12,26.47
SKU-2026-07433,SUP-CHE-081,Electronics,EA,0.66,18.29
SKU-2026-07434,SUP-CHE-043,Electronics,EA,7.68,10.96
SKU-2026-07435,SUP-PUN-072,Steel_Forging,EA,0.49,44.98
SKU-2026-07436,SUP-PUN-025,Steel_Forging,EA,10.65,10.25
SKU-2026-07437,SUP-NCR-049,Steel_Forging,KG,1.77,11.78
SKU-2026-07438,SUP-CHE-043,Steel_Forging,EA,1.77,6.71
SKU-2026-07439,SUP-CHE-032,Steel_Forging,KG,4.72,48.5
SKU-2026-07440,SUP-CHE-115,Steel_Forging,EA,6.64,27.62
SKU-2026-07441,SUP-PUN-117,Steel_Forging,EA,7.51,37.45
SKU-2026-07442,SUP-CHE-092,Alum_Casting,EA,4.92,46.59
SKU-2026-07443,SUP-NCR-054,Alum_Casting,EA,0.73,9.13
SKU-2026-07444,SUP-NCR-021,Electronics,EA,6.73,23.37
SKU-2026-07445,SUP-PUN-024,Electronics,EA,1.14,5.44
SKU-2026-07446,SUP-NCR-049,Alum_Casting,EA,5.01,14.71
SKU-2026-07447,SUP-PUN-050,Steel_Forging,EA,0.52,38.73
SKU-2026-07448,SUP-PUN-010,Steel_Forging,EA,6.75,9.2
SKU-2026-07449,SUP-NCR-027,Steel_Forging,EA,7.54,10.28
SKU-2026-07450,SUP-CHE-043,Electronics,EA,3.24,45.28
SKU-2026-07451,SUP-PUN-059,Electronics,EA,5.33,38.21
SKU-2026-07452,SUP-CHE-032,Steel_Forging,EA,1.31,41.65
SKU-2026-07453,SUP-PUN-072,Steel_Forging,EA,5.99,39.01
SKU-2026-07454,SUP-CHE-038,Electronics,EA,6.7,24.8
SKU-2026-07455,SUP-CHE-062,Steel_Forging,EA,2.85,30.27
SKU-2026-07456,SUP-CHE-070,Electronics,EA,5.52,47.4
SKU-2026-07457,SUP-CHE-079,Electronics,EA,8.08,30.0
SKU-2026-07458,SUP-PUN-096,Steel_Forging,KG,2.45,7.17
SKU-2026-07459,SUP-CHE-119,Alum_Casting,EA,9.01,36.4
SKU-2026-07460,SUP-CHE-036,Alum_Casting,EA,4.03,9.29
SKU-2026-07461,SUP-PUN-037,Steel_Forging,EA,6.76,31.45
SKU-2026-07462,SUP-NCR-021,Steel_Forging,EA,6.89,18.0
SKU-2026-07463,SUP-CHE-032,Alum_Casting,EA,6.0,18.1
SKU-2026-07464,SUP-PUN-018,Alum_Casting,EA,2.11,10.31
SKU-2026-07465,SUP-CHE-030,Alum_Casting,KG,9.34,43.45
SKU-2026-07466,SUP-CHE-022,Alum_Casting,EA,10.37,37.56
SKU-2026-07467,SUP-CHE-043,Electronics,EA,4.53,24.9
SKU-2026-07468,SUP-CHE-033,Steel_Forging,EA,2.23,43.75
SKU-2026-07469,SUP-NCR-060,Electronics,KG,10.26,35.85
SKU-2026-07470,SUP-NCR-114,Steel_Forging,EA,6.66,41.12
SKU-2026-07471,SUP-NCR-060,Alum_Casting,EA,3.13,10.99
SKU-2026-07472,SUP-CHE-036,Alum_Casting,EA,7.47,17.24
SKU-2026-07473,SUP-NCR-001,Electronics,EA,5.88,19.54
SKU-2026-07474,SUP-CHE-033,Alum_Casting,EA,2.17,19.68
SKU-2026-07475,SUP-CHE-097,Steel_Forging,KG,8.32,7.25
SKU-2026-07476,SUP-CHE-088,Steel_Forging,EA,1.33,23.65
SKU-2026-07477,SUP-CHE-089,Steel_Forging,EA,10.28,47.08
SKU-2026-07478,SUP-NCR-021,Steel_Forging,KG,1.22,7.49
SKU-2026-07479,SUP-CHE-090,Alum_Casting,EA,2.55,16.77
SKU-2026-07480,SUP-PUN-075,Electronics,EA,4.37,35.65
SKU-2026-07481,SUP-PUN-109,Electronics,EA,1.42,36.91
SKU-2026-07482,SUP-PUN-112,Alum_Casting,EA,2.82,43.11
SKU-2026-07483,SUP-NCR-035,Alum_Casting,EA,2.62,41.74
SKU-2026-07484,SUP-PUN-010,Electronics,KG,6.45,44.53
SKU-2026-07485,SUP-NCR-001,Alum_Casting,KG,5.37,24.15
SKU-2026-07486,SUP-CHE-045,Electronics,EA,2.8,19.01
SKU-2026-07487,SUP-PUN-117,Alum_Casting,EA,7.8,28.91
SKU-2026-07488,SUP-PUN-103,Steel_Forging,EA,11.97,41.49
SKU-2026-07489,SUP-CHE-116,Alum_Casting,EA,8.68,12.39
SKU-2026-07490,SUP-CHE-051,Steel_Forging,KG,3.61,7.69
SKU-2026-07491,SUP-NCR-001,Electronics,KG,1.86,46.4
SKU-2026-07492,SUP-PUN-044,Alum_Casting,EA,4.5,29.04
SKU-2026-07493,SUP-CHE-045,Steel_Forging,KG,3.43,21.27
SKU-2026-07494,SUP-PUN-064,Alum_Casting,EA,19.32,6.45
SKU-2026-07495,SUP-CHE-089,Steel_Forging,EA,5.65,29.67
SKU-2026-07496,SUP-CHE-006,Steel_Forging,EA,4.34,31.26
SKU-2026-07497,SUP-NCR-049,Electronics,KG,6.12,9.39
SKU-2026-07498,SUP-NCR-067,Electronics,EA,1.88,41.01
SKU-2026-07499,SUP-CHE-095,Electronics,EA,1.65,18.82
SKU-2026-07500,SUP-PUN-047,Electronics,EA,3.12,13.98
SKU-2026-07501,SUP-CHE-095,Electronics,EA,5.84,28.74
SKU-2026-07502,SUP-CHE-019,Steel_Forging,EA,8.94,16.67
SKU-2026-07503,SUP-CHE-038,Alum_Casting,EA,6.62,33.58
SKU-2026-07504,SUP-PUN-109,Alum_Casting,KG,3.94,31.96
SKU-2026-07505,SUP-NCR-035,Alum_Casting,KG,1.59,38.04
SKU-2026-07506,SUP-CHE-026,Electronics,EA,4.06,45.62
SKU-2026-07507,SUP-CHE-090,Alum_Casting,EA,2.61,23.25
SKU-2026-07508,SUP-PUN-077,Electronics,EA,12.23,17.77
SKU-2026-07509,SUP-NCR-107,Steel_Forging,KG,1.57,39.99
SKU-2026-07510,SUP-PUN-010,Electronics,KG,1.97,42.5
SKU-2026-07511,SUP-PUN-025,Steel_Forging,EA,0.72,18.98
SKU-2026-07512,SUP-NCR-012,Electronics,KG,8.38,34.33
SKU-2026-07513,SUP-CHE-094,Steel_Forging,EA,9.06,15.08
SKU-2026-07514,SUP-PUN-017,Alum_Casting,EA,1.95,35.1
SKU-2026-07515,SUP-PUN-011,Alum_Casting,EA,4.21,40.67
SKU-2026-07516,SUP-CHE-026,Steel_Forging,KG,5.99,20.83
SKU-2026-07517,SUP-PUN-018,Steel_Forging,EA,1.06,9.69
SKU-2026-07518,SUP-PUN-029,Alum_Casting,KG,0.65,46.2
SKU-2026-07519,SUP-PUN-050,Alum_Casting,KG,11.13,14.89
SKU-2026-07520,SUP-PUN-101,Alum_Casting,EA,2.22,27.84
SKU-2026-07521,SUP-NCR-035,Alum_Casting,EA,13.18,45.18
SKU-2026-07522,SUP-PUN-077,Steel_Forging,EA,4.81,19.95
SKU-2026-07523,SUP-CHE-028,Alum_Casting,EA,3.03,45.83
SKU-2026-07524,SUP-PUN-117,Steel_Forging,EA,9.68,36.59
SKU-2026-07525,SUP-CHE-014,Alum_Casting,EA,2.89,41.43
SKU-2026-07526,SUP-NCR-035,Alum_Casting,EA,4.63,47.13
SKU-2026-07527,SUP-CHE-005,Alum_Casting,EA,4.84,34.0
SKU-2026-07528,SUP-CHE-097,Electronics,EA,5.85,26.82
SKU-2026-07529,SUP-PUN-075,Electronics,KG,4.2,37.85
SKU-2026-07530,SUP-PUN-110,Electronics,EA,3.58,29.71
SKU-2026-07531,SUP-PUN-072,Alum_Casting,EA,2.64,35.94
SKU-2026-07532,SUP-PUN-096,Electronics,EA,4.11,21.99
SKU-2026-07533,SUP-CHE-052,Steel_Forging,EA,8.6,11.64
SKU-2026-07534,SUP-PUN-117,Steel_Forging,EA,7.44,38.83
SKU-2026-07535,SUP-PUN-117,Alum_Casting,EA,5.32,39.83
SKU-2026-07536,SUP-PUN-039,Electronics,KG,0.26,37.51
SKU-2026-07537,SUP-CHE-116,Alum_Casting,KG,3.78,43.57
SKU-2026-07538,SUP-NCR-012,Electronics,EA,13.7,9.02
SKU-2026-07539,SUP-NCR-098,Electronics,KG,2.96,19.81
SKU-2026-07540,SUP-PUN-108,Electronics,EA,1.15,47.49
SKU-2026-07541,SUP-PUN-055,Alum_Casting,EA,4.3,12.19
SKU-2026-07542,SUP-PUN-037,Alum_Casting,EA,5.88,30.05
SKU-2026-07543,SUP-CHE-115,Electronics,KG,8.55,43.02
SKU-2026-07544,SUP-PUN-061,Electronics,EA,4.15,28.11
SKU-2026-07545,SUP-NCR-034,Steel_Forging,EA,2.87,7.82
SKU-2026-07546,SUP-PUN-024,Alum_Casting,EA,3.05,22.06
SKU-2026-07547,SUP-PUN-083,Electronics,EA,6.37,7.01
SKU-2026-07548,SUP-CHE-004,Alum_Casting,EA,11.43,12.3
SKU-2026-07549,SUP-NCR-106,Steel_Forging,EA,19.6,5.75
SKU-2026-07550,SUP-PUN-020,Electronics,KG,8.3,39.93
SKU-2026-07551,SUP-PUN-018,Steel_Forging,EA,1.39,12.25
SKU-2026-07552,SUP-CHE-033,Electronics,EA,6.02,49.19
SKU-2026-07553,SUP-CHE-084,Electronics,EA,4.6,36.41
SKU-2026-07554,SUP-NCR-098,Steel_Forging,EA,7.28,11.13
SKU-2026-07555,SUP-NCR-027,Steel_Forging,EA,3.02,19.12
SKU-2026-07556,SUP-PUN-117,Steel_Forging,EA,1.34,6.15
SKU-2026-07557,SUP-PUN-077,Alum_Casting,KG,1.69,46.09
SKU-2026-07558,SUP-NCR-102,Alum_Casting,EA,2.49,12.34
SKU-2026-07559,SUP-PUN-047,Alum_Casting,EA,7.88,41.72
SKU-2026-07560,SUP-PUN-074,Electronics,EA,7.84,14.7
SKU-2026-07561,SUP-CHE-080,Alum_Casting,EA,2.17,48.65
SKU-2026-07562,SUP-NCR-093,Electronics,EA,5.97,25.08
SKU-2026-07563,SUP-CHE-004,Alum_Casting,KG,7.32,49.62
SKU-2026-07564,SUP-CHE-097,Steel_Forging,EA,1.43,38.75
SKU-2026-07565,SUP-CHE-095,Electronics,EA,5.23,8.99
SKU-2026-07566,SUP-NCR-102,Alum_Casting,KG,1.14,47.25
SKU-2026-07567,SUP-CHE-087,Steel_Forging,EA,8.84,30.72
SKU-2026-07568,SUP-CHE-079,Steel_Forging,KG,8.05,34.6
SKU-2026-07569,SUP-PUN-010,Electronics,EA,12.57,38.85
SKU-2026-07570,SUP-PUN-029,Alum_Casting,KG,8.13,48.13
SKU-2026-07571,SUP-NCR-002,Steel_Forging,EA,11.33,33.57
SKU-2026-07572,SUP-PUN-011,Alum_Casting,EA,1.42,9.8
SKU-2026-07573,SUP-NCR-069,Electronics,EA,3.42,9.17
SKU-2026-07574,SUP-NCR-073,Alum_Casting,EA,4.01,14.94
SKU-2026-07575,SUP-PUN-111,Steel_Forging,EA,2.6,47.87
SKU-2026-07576,SUP-CHE-084,Electronics,EA,3.14,15.2
SKU-2026-07577,SUP-NCR-027,Electronics,EA,3.21,38.99
SKU-2026-07578,SUP-CHE-043,Alum_Casting,KG,1.01,34.93
SKU-2026-07579,SUP-CHE-097,Steel_Forging,EA,5.16,18.84
SKU-2026-07580,SUP-NCR-069,Steel_Forging,EA,7.47,29.12
SKU-2026-07581,SUP-CHE-041,Steel_Forging,EA,0.72,19.89
SKU-2026-07582,SUP-CHE-089,Alum_Casting,EA,5.73,33.95
SKU-2026-07583,SUP-PUN-096,Steel_Forging,EA,4.79,8.84
SKU-2026-07584,SUP-CHE-042,Alum_Casting,EA,1.59,8.55
SKU-2026-07585,SUP-CHE-056,Steel_Forging,EA,2.86,16.6
SKU-2026-07586,SUP-PUN-099,Electronics,EA,7.1,43.13
SKU-2026-07587,SUP-PUN-076,Alum_Casting,EA,9.76,11.57
SKU-2026-07588,SUP-PUN-077,Electronics,EA,4.65,25.16
SKU-2026-07589,SUP-NCR-058,Steel_Forging,EA,1.02,9.41
SKU-2026-07590,SUP-PUN-057,Alum_Casting,KG,1.06,41.05
SKU-2026-07591,SUP-CHE-052,Steel_Forging,EA,1.58,7.9
SKU-2026-07592,SUP-CHE-087,Steel_Forging,EA,5.98,19.43
SKU-2026-07593,SUP-PUN-101,Steel_Forging,EA,1.8,33.76
SKU-2026-07594,SUP-PUN-099,Alum_Casting,EA,4.61,29.03
SKU-2026-07595,SUP-CHE-090,Electronics,EA,0.86,49.6
SKU-2026-07596,SUP-PUN-037,Electronics,EA,12.2,30.36
SKU-2026-07597,SUP-PUN-020,Steel_Forging,EA,15.81,43.2
SKU-2026-07598,SUP-CHE-070,Alum_Casting,EA,4.33,9.73
SKU-2026-07599,SUP-CHE-081,Electronics,EA,3.69,29.36
SKU-2026-07600,SUP-NCR-069,Electronics,EA,2.04,9.82
SKU-2026-07601,SUP-NCR-067,Alum_Casting,EA,0.18,37.88
SKU-2026-07602,SUP-CHE-036,Steel_Forging,EA,3.13,31.11
SKU-2026-07603,SUP-NCR-053,Electronics,EA,1.92,43.15
SKU-2026-07604,SUP-NCR-021,Alum_Casting,KG,11.24,46.47
SKU-2026-07605,SUP-PUN-011,Electronics,EA,1.66,44.11
SKU-2026-07606,SUP-NCR-078,Steel_Forging,EA,1.55,44.18
SKU-2026-07607,SUP-CHE-042,Steel_Forging,KG,5.07,46.86
SKU-2026-07608,SUP-PUN-024,Alum_Casting,EA,5.39,26.41
SKU-2026-07609,SUP-PUN-020,Steel_Forging,KG,2.03,30.66
SKU-2026-07610,SUP-PUN-015,Steel_Forging,EA,4.54,31.61
SKU-2026-07611,SUP-NCR-058,Electronics,EA,3.97,11.93
SKU-2026-07612,SUP-PUN-064,Steel_Forging,EA,2.68,15.11
SKU-2026-07613,SUP-PUN-083,Steel_Forging,EA,3.55,46.99
SKU-2026-07614,SUP-CHE-038,Alum_Casting,EA,11.97,48.3
SKU-2026-07615,SUP-NCR-091,Alum_Casting,EA,4.36,45.27
SKU-2026-07616,SUP-PUN-103,Steel_Forging,EA,1.61,43.27
SKU-2026-07617,SUP-PUN-117,Steel_Forging,KG,7.62,29.81
SKU-2026-07618,SUP-PUN-065,Electronics,EA,6.29,39.96
SKU-2026-07619,SUP-NCR-001,Steel_Forging,EA,3.54,30.63
SKU-2026-07620,SUP-CHE-041,Steel_Forging,KG,6.24,19.01
SKU-2026-07621,SUP-CHE-005,Steel_Forging,EA,1.68,40.0
SKU-2026-07622,SUP-NCR-104,Alum_Casting,EA,3.78,31.72
SKU-2026-07623,SUP-PUN-105,Electronics,EA,2.99,31.88
SKU-2026-07624,SUP-NCR-046,Electronics,EA,5.16,35.41
SKU-2026-07625,SUP-PUN-015,Steel_Forging,EA,0.88,46.57
SKU-2026-07626,SUP-NCR-021,Alum_Casting,EA,2.89,33.17
SKU-2026-07627,SUP-PUN-072,Steel_Forging,EA,3.4,31.38
SKU-2026-07628,SUP-CHE-000,Alum_Casting,KG,5.07,9.01
SKU-2026-07629,SUP-CHE-048,Steel_Forging,EA,6.35,39.38
SKU-2026-07630,SUP-CHE-087,Alum_Casting,KG,7.49,46.03
SKU-2026-07631,SUP-NCR-093,Steel_Forging,EA,4.95,19.64
SKU-2026-07632,SUP-CHE-089,Alum_Casting,EA,7.9,36.76
SKU-2026-07633,SUP-NCR-106,Alum_Casting,EA,5.13,20.35
SKU-2026-07634,SUP-PUN-025,Alum_Casting,EA,8.97,14.14
SKU-2026-07635,SUP-PUN-103,Steel_Forging,EA,9.76,17.08
SKU-2026-07636,SUP-NCR-053,Steel_Forging,EA,0.99,40.36
SKU-2026-07637,SUP-PUN-008,Alum_Casting,EA,8.79,46.76
SKU-2026-07638,SUP-NCR-034,Electronics,KG,8.68,45.53
SKU-2026-07639,SUP-NCR-035,Electronics,EA,2.04,46.77
SKU-2026-07640,SUP-NCR-106,Alum_Casting,KG,4.52,44.88
SKU-2026-07641,SUP-NCR-001,Steel_Forging,EA,5.5,12.83
SKU-2026-07642,SUP-NCR-002,Alum_Casting,EA,4.93,21.28
SKU-2026-07643,SUP-PUN-024,Electronics,EA,3.1,5.18
SKU-2026-07644,SUP-PUN-040,Alum_Casting,KG,0.74,16.17
SKU-2026-07645,SUP-NCR-013,Steel_Forging,KG,1.25,49.73
SKU-2026-07646,SUP-CHE-090,Electronics,EA,7.1,13.97
SKU-2026-07647,SUP-CHE-089,Electronics,EA,2.6,31.47
SKU-2026-07648,SUP-CHE-094,Electronics,EA,3.46,29.94
SKU-2026-07649,SUP-CHE-014,Alum_Casting,EA,1.28,46.33
SKU-2026-07650,SUP-PUN-024,Alum_Casting,KG,1.82,26.93
SKU-2026-07651,SUP-PUN-055,Alum_Casting,EA,6.56,46.25
SKU-2026-07652,SUP-CHE-004,Steel_Forging,EA,2.77,12.96
SKU-2026-07653,SUP-PUN-057,Alum_Casting,EA,3.32,17.2
SKU-2026-07654,SUP-CHE-028,Steel_Forging,KG,6.89,16.34
SKU-2026-07655,SUP-PUN-029,Alum_Casting,KG,12.16,19.4
SKU-2026-07656,SUP-PUN-112,Steel_Forging,EA,4.78,19.71
SKU-2026-07657,SUP-NCR-069,Electronics,EA,4.06,40.02
SKU-2026-07658,SUP-NCR-093,Steel_Forging,EA,0.21,40.97
SKU-2026-07659,SUP-NCR-107,Steel_Forging,EA,3.46,45.03
SKU-2026-07660,SUP-PUN-109,Alum_Casting,EA,5.72,45.06
SKU-2026-07661,SUP-PUN-008,Steel_Forging,EA,3.34,31.98
SKU-2026-07662,SUP-CHE-028,Steel_Forging,KG,4.79,31.68
SKU-2026-07663,SUP-NCR-035,Electronics,KG,4.67,39.92
SKU-2026-07664,SUP-CHE-028,Electronics,EA,1.6,39.81
SKU-2026-07665,SUP-NCR-027,Alum_Casting,EA,4.52,31.13
SKU-2026-07666,SUP-PUN-076,Electronics,EA,3.22,32.51
SKU-2026-07667,SUP-CHE-014,Electronics,EA,1.88,16.6
SKU-2026-07668,SUP-CHE-070,Alum_Casting,EA,2.92,25.19
SKU-2026-07669,SUP-CHE-045,Alum_Casting,KG,3.12,35.62
SKU-2026-07670,SUP-CHE-009,Alum_Casting,EA,4.69,15.74
SKU-2026-07671,SUP-PUN-020,Alum_Casting,EA,4.32,9.1
SKU-2026-07672,SUP-PUN-029,Steel_Forging,EA,3.41,15.72
SKU-2026-07673,SUP-PUN-037,Electronics,EA,0.44,6.49
SKU-2026-07674,SUP-PUN-101,Alum_Casting,EA,4.31,44.56
SKU-2026-07675,SUP-CHE-033,Steel_Forging,EA,4.03,44.55
SKU-2026-07676,SUP-NCR-060,Electronics,EA,1.08,11.32
SKU-2026-07677,SUP-PUN-109,Electronics,EA,11.81,5.05
SKU-2026-07678,SUP-CHE-088,Steel_Forging,KG,15.44,14.68
SKU-2026-07679,SUP-CHE-009,Alum_Casting,KG,5.16,30.69
SKU-2026-07680,SUP-PUN-077,Steel_Forging,EA,9.96,17.19
SKU-2026-07681,SUP-PUN-099,Steel_Forging,EA,11.68,49.32
SKU-2026-07682,SUP-PUN-096,Electronics,EA,1.96,16.2
SKU-2026-07683,SUP-PUN-096,Alum_Casting,EA,4.55,19.66
SKU-2026-07684,SUP-NCR-091,Electronics,EA,3.66,23.47
SKU-2026-07685,SUP-CHE-084,Alum_Casting,KG,2.13,42.56
SKU-2026-07686,SUP-CHE-089,Electronics,EA,3.67,14.72
SKU-2026-07687,SUP-CHE-000,Alum_Casting,KG,1.61,15.3
SKU-2026-07688,SUP-CHE-005,Steel_Forging,EA,4.55,27.49
SKU-2026-07689,SUP-CHE-095,Steel_Forging,EA,8.99,22.06
SKU-2026-07690,SUP-CHE-036,Steel_Forging,KG,3.07,40.47
SKU-2026-07691,SUP-NCR-060,Alum_Casting,EA,1.33,25.7
SKU-2026-07692,SUP-PUN-008,Electronics,EA,4.51,15.83
SKU-2026-07693,SUP-NCR-034,Electronics,EA,1.38,12.12
SKU-2026-07694,SUP-PUN-063,Alum_Casting,EA,4.7,24.22
SKU-2026-07695,SUP-CHE-094,Steel_Forging,EA,7.93,44.06
SKU-2026-07696,SUP-NCR-060,Steel_Forging,EA,3.86,48.2
SKU-2026-07697,SUP-CHE-030,Steel_Forging,EA,0.97,9.4
SKU-2026-07698,SUP-PUN-101,Alum_Casting,EA,1.85,37.84
SKU-2026-07699,SUP-CHE-028,Alum_Casting,EA,4.39,30.77
SKU-2026-07700,SUP-PUN-040,Electronics,EA,2.8,34.8
SKU-2026-07701,SUP-CHE-041,Alum_Casting,EA,0.43,18.3
SKU-2026-07702,SUP-CHE-016,Steel_Forging,EA,3.5,49.06
SKU-2026-07703,SUP-NCR-104,Alum_Casting,EA,13.55,45.21
SKU-2026-07704,SUP-CHE-119,Steel_Forging,KG,1.78,13.58
SKU-2026-07705,SUP-PUN-077,Electronics,EA,7.83,41.57
SKU-2026-07706,SUP-NCR-035,Alum_Casting,EA,4.52,21.64
SKU-2026-07707,SUP-CHE-090,Alum_Casting,EA,3.82,6.13
SKU-2026-07708,SUP-PUN-076,Electronics,EA,6.3,6.08
SKU-2026-07709,SUP-CHE-006,Alum_Casting,KG,12.42,34.48
SKU-2026-07710,SUP-PUN-065,Steel_Forging,KG,6.41,40.29
SKU-2026-07711,SUP-PUN-024,Alum_Casting,EA,13.81,47.03
SKU-2026-07712,SUP-CHE-014,Alum_Casting,KG,2.48,5.96
SKU-2026-07713,SUP-PUN-108,Steel_Forging,EA,9.22,8.67
SKU-2026-07714,SUP-PUN-024,Electronics,EA,1.51,29.87
SKU-2026-07715,SUP-NCR-054,Alum_Casting,EA,20.91,46.21
SKU-2026-07716,SUP-PUN-101,Alum_Casting,EA,5.96,17.1
SKU-2026-07717,SUP-CHE-016,Steel_Forging,EA,8.97,34.0
SKU-2026-07718,SUP-PUN-112,Steel_Forging,KG,2.93,37.42
SKU-2026-07719,SUP-PUN-077,Steel_Forging,EA,0.67,35.63
SKU-2026-07720,SUP-PUN-007,Steel_Forging,EA,5.94,48.87
SKU-2026-07721,SUP-CHE-080,Alum_Casting,EA,6.32,48.98
SKU-2026-07722,SUP-PUN-110,Steel_Forging,EA,1.43,8.95
SKU-2026-07723,SUP-NCR-071,Alum_Casting,EA,5.41,48.41
SKU-2026-07724,SUP-CHE-052,Alum_Casting,EA,2.38,49.29
SKU-2026-07725,SUP-PUN-015,Alum_Casting,EA,2.35,12.01
SKU-2026-07726,SUP-CHE-084,Alum_Casting,EA,5.59,8.2
SKU-2026-07727,SUP-CHE-097,Electronics,KG,10.69,14.76
SKU-2026-07728,SUP-CHE-090,Alum_Casting,EA,5.01,44.92
SKU-2026-07729,SUP-PUN-109,Steel_Forging,EA,4.57,6.27
SKU-2026-07730,SUP-PUN-064,Alum_Casting,EA,3.9,7.89
SKU-2026-07731,SUP-CHE-062,Electronics,EA,8.21,32.44
SKU-2026-07732,SUP-CHE-066,Electronics,EA,2.54,45.02
SKU-2026-07733,SUP-NCR-069,Electronics,KG,3.69,47.81
SKU-2026-07734,SUP-CHE-006,Electronics,EA,4.73,33.53
SKU-2026-07735,SUP-PUN-025,Alum_Casting,EA,3.37,49.01
SKU-2026-07736,SUP-PUN-037,Steel_Forging,EA,0.81,39.86
SKU-2026-07737,SUP-PUN-037,Electronics,KG,5.1,6.8
SKU-2026-07738,SUP-PUN-024,Electronics,KG,4.76,39.99
SKU-2026-07739,SUP-PUN-065,Electronics,EA,3.74,41.48
SKU-2026-07740,SUP-NCR-102,Electronics,EA,10.49,26.5
SKU-2026-07741,SUP-PUN-063,Electronics,EA,2.01,38.3
SKU-2026-07742,SUP-CHE-097,Electronics,EA,0.7,5.92
SKU-2026-07743,SUP-PUN-077,Electronics,KG,6.98,49.23
SKU-2026-07744,SUP-PUN-020,Alum_Casting,EA,1.61,11.93
SKU-2026-07745,SUP-NCR-098,Alum_Casting,EA,1.12,42.98
SKU-2026-07746,SUP-PUN-109,Steel_Forging,EA,1.05,16.47
SKU-2026-07747,SUP-CHE-004,Alum_Casting,EA,4.39,32.86
SKU-2026-07748,SUP-CHE-089,Steel_Forging,EA,7.57,45.34
SKU-2026-07749,SUP-CHE-088,Steel_Forging,EA,8.55,29.04
SKU-2026-07750,SUP-PUN-064,Alum_Casting,EA,7.15,41.55
SKU-2026-07751,SUP-PUN-040,Steel_Forging,EA,3.43,9.56
SKU-2026-07752,SUP-PUN-025,Alum_Casting,EA,3.39,44.08
SKU-2026-07753,SUP-PUN-063,Steel_Forging,EA,4.12,27.63
SKU-2026-07754,SUP-PUN-024,Electronics,EA,5.36,45.24
SKU-2026-07755,SUP-CHE-026,Steel_Forging,EA,1.78,46.0
SKU-2026-07756,SUP-CHE-042,Steel_Forging,EA,5.91,7.9
SKU-2026-07757,SUP-NCR-002,Electronics,EA,6.94,9.26
SKU-2026-07758,SUP-PUN-099,Steel_Forging,EA,6.25,38.62
SKU-2026-07759,SUP-NCR-069,Electronics,EA,4.0,11.72
SKU-2026-07760,SUP-PUN-061,Alum_Casting,EA,2.04,5.87
SKU-2026-07761,SUP-NCR-071,Alum_Casting,EA,6.57,8.1
SKU-2026-07762,SUP-NCR-091,Alum_Casting,KG,4.77,24.55
SKU-2026-07763,SUP-PUN-085,Electronics,EA,12.82,33.89
SKU-2026-07764,SUP-CHE-079,Alum_Casting,EA,6.21,15.55
SKU-2026-07765,SUP-PUN-044,Electronics,KG,4.53,13.11
SKU-2026-07766,SUP-NCR-035,Alum_Casting,KG,5.1,15.21
SKU-2026-07767,SUP-CHE-092,Steel_Forging,EA,1.56,40.74
